announced_date,battery,camera,current_status,dimensions,display_inches,image,is_Touch,memory,os,phone_model,processor,ram,resolution,url,weight
24-Feb-14,,5 megapixels,, 5.01 x 2.61 x 0.39 inches, 4.5 inches,http://i-cdn.phonearena.com/images/phones/46291-specs/LG-F70.jpg, Multi-touch,, Android (4.4.2),LG F70,,, 480 x 800 pixels,http://www.phonearena.com/phones/LG-F70_id8482,128 g
25-Feb-14,,3 megapixels,, 4.28 x 2.32 x 0.47 inches, 3.5 inches,http://i-cdn.phonearena.com/images/phones/52377-specs/LG-Optimus-Fuel.jpg, Multi-touch,, Android (4.4),LG Optimus Fuel,,, 480 x 320 pixels,http://www.phonearena.com/phones/LG-Optimus-Fuel_id9333,113 g
10-Mar-14,,,,,,http://i-cdn.phonearena.com/images/phones/45932-specs/LG-A380.jpg,,,,LG A380,,,,http://www.phonearena.com/phones/LG-A380_id8504,
27-Mar-14,,5 megapixels,, 5 x 2.63 x 0.38 inches, 4.5 inches,http://i-cdn.phonearena.com/images/phones/47188-specs/LG-Optimus-Exceed-2.jpg, Multi-touch,, Android (4.4.2),LG Optimus Exceed 2,,, 400 x 800 pixels,http://www.phonearena.com/phones/LG-Optimus-Exceed-2_id8568,128 g
1-Apr-14,,5 megapixels,, 5.01 x 2.63 x 0.38 inches, 4.3 inches,http://i-cdn.phonearena.com/images/phones/46685-specs/LG-L65.jpg, Multi-touch,, Android (4.4),LG L65,,, 480 x 800 pixels,http://www.phonearena.com/phones/LG-L65_id8598,126 g
7-Apr-14,,,,,,http://i-cdn.phonearena.com/images/phones/46492-specs/LG-Xpression-2.jpg,,,,LG Xpression 2,,,,http://www.phonearena.com/phones/LG-Xpression-2_id8579,
15-Apr-14,,,, 4.31 x 2.32 x 0.47 inches,,http://i-cdn.phonearena.com/images/phones/46578-specs/LG-Optimus-Zone-2.jpg,,, Android (4.4.2),LG Optimus Zone 2,,,,http://www.phonearena.com/phones/LG-Optimus-Zone-2_id8588,113 g
15-Apr-14,,,,,,http://i-cdn.phonearena.com/images/phones/46596-specs/LG-Extravert-2.jpg,,,,LG Extravert 2,,,,http://www.phonearena.com/phones/LG-Extravert-2_id8589,
17-Apr-14,,,, 5.18 x 2.6 x 0.39 inches, 4.7 inches,http://i-cdn.phonearena.com/images/phones/46679-specs/LG-Lucid-3.jpg,,8 GB, Android (4.4),LG Lucid 3,,1024 MB , 540 x 960 pixels,http://www.phonearena.com/phones/LG-Lucid-3_id8596,124 g
29-Apr-14,,5 megapixels,Released, 5.44 x 2.93 x 0.38 inches, 5.0 inches,http://i-cdn.phonearena.com/images/phones/47187-specs/LG-L80.jpg, Multi-touch,, Android (4.4),LG L80,,, 480 x 800 pixels,http://www.phonearena.com/phones/LG-L80_id8624,138 g
13-May-14,,8 megapixels,, 5.18 x 2.6 x 0.41 inches, 4.7 inches,http://i-cdn.phonearena.com/images/phones/47026-specs/LG-Volt.jpg, Multi-touch,, Android (4.4),LG Volt,,, 540 x 960 pixels,http://www.phonearena.com/phones/LG-Volt_id8653,136 g
19-May-14,,3 megapixels,, 4.31 x 2.32 x 0.47 inches, 3.2 inches,http://i-cdn.phonearena.com/images/phones/47156-specs/LG-L35.jpg, Multi-touch,, Android (4.4.2),LG L35,,, 320 x 480 pixels,http://www.phonearena.com/phones/LG-L35_id8670,107 g
12-Jun-14,,3 megapixels,, 7.45 x 4.48 x 0.40 inches, 7.0 inches,http://i-cdn.phonearena.com/images/phones/48146-specs/LG-G-Pad-7.0.jpg, Multi-touch,," Android (5.0, 4.4.2)",LG G Pad 7.0,,, 800 x 1280 pixels,http://www.phonearena.com/phones/LG-G-Pad-7.0_id8649,293 g
12-Jun-14,,5 megapixels,, 8.30 x 4.89 x 0.39 inches, 8.0 inches,http://i-cdn.phonearena.com/images/phones/50165-specs/LG-G-Pad-8.0.jpg, Multi-touch,," Android (5.0, 4.4.2)",LG G Pad 8.0,,, 800 x 1280 pixels,http://www.phonearena.com/phones/LG-G-Pad-8.0_id8650,342 g
12-Jun-14,,5 megapixels,Released, 10.27 x 6.53 x 0.35 inches, 10.1 inches,http://i-cdn.phonearena.com/images/phones/47843-specs/LG-G-Pad-10.1.jpg, Multi-touch,," Android (5.0, 4.4.2)",LG G Pad 10.1,,, 1280 x 800 pixels,http://www.phonearena.com/phones/LG-G-Pad-10.1_id8651,523 g
30-Jun-14,,8 megapixels,, 5.99 x 3.12 x 0.36 inches, 5.7 inches,http://i-cdn.phonearena.com/images/phones/48204-specs/LG-G-Vista.jpg, Multi-touch,, Android (4.4.2),LG G Vista,,, 1280 x 720 pixels,http://www.phonearena.com/phones/LG-G-Vista_id8737,168 g
1-Jul-14,,2 megapixels,,,,http://i-cdn.phonearena.com/images/phones/49351-specs/LG-Aspire.jpg, Yes,,,LG Aspire,,, 240 x 320 pixels,http://www.phonearena.com/phones/LG-Aspire_id8931,
17-Jul-14,,,Released,,,http://i-cdn.phonearena.com/images/phones/47942-specs/LG-G3-s.jpg,,, Android (4.4.2),LG G3 s,,,,http://www.phonearena.com/phones/LG-G3-s_id8595,
22-Jul-14,,13 megapixels,, 5.76 x 2.94 x 0.36 inches, 5.5 inches,http://i-cdn.phonearena.com/images/phones/48144-specs/LG-G3-Cat.-6.jpg, Multi-touch,, Android (4.4.2),LG G3 Cat. 6,,, 1440 x 2560 pixels,http://www.phonearena.com/phones/LG-G3-Cat.-6_id8778,154 g
1-Aug-14,,,Released,,,http://i-cdn.phonearena.com/images/phones/48206-specs/LG-L20.jpg,,,,LG L20,,,,http://www.phonearena.com/phones/LG-L20_id8791,
1-Aug-14,,,,,,http://i-cdn.phonearena.com/images/phones/48208-specs/LG-L30.jpg,,,,LG L30,,,,http://www.phonearena.com/phones/LG-L30_id8793,
1-Aug-14,,3 megapixels,Released, 4.90 x 2.58 x 0.48 inches, 4.0 inches,http://i-cdn.phonearena.com/images/phones/48212-specs/LG-L50.jpg, Multi-touch,4 GB, Android (4.4.2) Optimus UI,LG L50," Dual-core, 1300 MHz, ARM Cortex-A7",512 MB , 480 x 800 pixels,http://www.phonearena.com/phones/LG-L50_id8794,140 g
6-Aug-14,,,,,,http://i-cdn.phonearena.com/images/phones/48389-specs/LG-Revere-3.jpg,,,,LG Revere 3,,,,http://www.phonearena.com/phones/LG-Revere-3_id8801,
11-Aug-14,,,,,,http://i-cdn.phonearena.com/images/phones/48456-specs/LG-FREEDOM-II.jpg,,,,LG FREEDOM II,,,,http://www.phonearena.com/phones/LG-FREEDOM-II_id8809,
15-Aug-14,,,, 4.89 x 2.61 x 0.47 inches,,http://i-cdn.phonearena.com/images/phones/49700-specs/LG-L60.jpg,,, Android (4.4.2),LG L60,,,,http://www.phonearena.com/phones/LG-L60_id8969,119 g
3-Oct-12,,13 megapixels,Released, 5.19 x 2.71 x 0.33 inches, 4.7 inches,http://i-cdn.phonearena.com/images/phones/38424-specs/LG-Optimus-G-Sprint.jpg, Multi-touch,," Android (4.1.2, 4.0.4)",LG Optimus G Sprint," Quad-core, 1500 MHz, Krait",2048 MB , 768 x 1280 pixels,http://www.phonearena.com/phones/LG-Optimus-G-Sprint_id7100,145 g
8-Oct-12,,5 megapixels,Released, 5.03 x 2.63 x 0.36 inches, 4.5 inches,http://i-cdn.phonearena.com/images/phones/38460-specs/LG-Optimus-L9-T-Mobile.jpg, Multi-touch,4 GB," Android (4.1.2, 4.0)",LG Optimus L9 T-Mobile," Dual-core, 1000 MHz, ARM Cortex-A9",1024 MB , 540 x 960 pixels,http://www.phonearena.com/phones/LG-Optimus-L9-T-Mobile_id7526,119 g
9-Oct-12,,5 megapixels,, 4.64 x 2.56 x 0.48 inches, 4.0 inches,http://i-cdn.phonearena.com/images/phones/38463-specs/LG-Mach.jpg, Multi-touch,8 GB, Android (4.0),LG Mach," Dual-core, 1200 MHz, Krait",1024 MB , 480 x 800 pixels,http://www.phonearena.com/phones/LG-Mach_id7120,168 g
30-Oct-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/38598-specs/LG-Spectrum-2.jpg,,, Android (4.0.4),LG Spectrum 2,,,,http://www.phonearena.com/phones/LG-Spectrum-2_id7313,
29-Nov-12,,,, 4.37 x 2.39 x 0.45 inches,,http://i-cdn.phonearena.com/images/phones/39294-specs/LG-Optimus-Regard.jpg,,, Android (4.0),LG Optimus Regard,,,,http://www.phonearena.com/phones/LG-Optimus-Regard_id7589,134 g
21-Dec-12,,5 megapixels,, 5.08 x 2.61 x 0.37 inches, 4.5 inches,http://i-cdn.phonearena.com/images/phones/39696-specs/LG-Spirit-4G.jpg, Multi-touch,, Android (4.0),LG Spirit 4G,,, 540 x 960 pixels,http://www.phonearena.com/phones/LG-Spirit-4G_id7606,122 g
12-Feb-13,,,,,,http://i-cdn.phonearena.com/images/phones/39732-specs/LG-Optimus-G-Pro.jpg,,, Android (4.1.2),LG Optimus G Pro,,,,http://www.phonearena.com/phones/LG-Optimus-G-Pro_id7709,
12-Feb-13,,,,,,http://i-cdn.phonearena.com/images/phones/39856-specs/LG-Optimus-L3-II.jpg,,, Android (4.1.2),LG Optimus L3 II,,,,http://www.phonearena.com/phones/LG-Optimus-L3-II_id7716,
12-Feb-13,,,, 4.81 x 2.62 x 0.38 inches,,http://i-cdn.phonearena.com/images/phones/39726-specs/LG-Optimus-L7-II.jpg,,, Android (4.1),LG Optimus L7 II,,,,http://www.phonearena.com/phones/LG-Optimus-L7-II_id7714,
12-Feb-13,,5 megapixels,Released, 4.63 x 2.45 x 0.36 inches, 4.0 inches,http://i-cdn.phonearena.com/images/phones/39882-specs/LG-Optimus-L5-II.jpg, Multi-touch,, Android (4.1),LG Optimus L5 II,,, 480 x 800 pixels,http://www.phonearena.com/phones/LG-Optimus-L5-II_id7715,100 g
21-Feb-13,,8 megapixels,Released, 5.19 x 2.69 x 0.38 inches, 4.7 inches,http://i-cdn.phonearena.com/images/phones/39772-specs/LG-Optimus-F7.jpg, Multi-touch,, Android (4.1.2),LG Optimus F7,,, 720 x 1280 pixels,http://www.phonearena.com/phones/LG-Optimus-F7_id7732,133 g
21-Feb-13,,,, 4.96 x 2.54 x 0.37 inches,,http://i-cdn.phonearena.com/images/phones/39769-specs/LG-Optimus-F5.jpg,,, Android (4.1.2),LG Optimus F5,,,,http://www.phonearena.com/phones/LG-Optimus-F5_id7731,131 g
2-Apr-13,,5 megapixels,Released, 4.82 x 2.51 x 0.39 inches, 4.3 inches,http://i-cdn.phonearena.com/images/phones/40579-specs/LG-Lucid-2.jpg, Multi-touch,, Android (4.1.2),LG Lucid 2," Dual-core, 1200 MHz, Krait",1024 MB , 540 x 960 pixels,http://www.phonearena.com/phones/LG-Lucid-2_id7768,129 g
16-Apr-13,,,,,,http://i-cdn.phonearena.com/images/phones/40594-specs/LG-Revere-2.jpg,,,,LG Revere 2,,,,http://www.phonearena.com/phones/LG-Revere-2_id7811,
16-Apr-13,,,,,,http://i-cdn.phonearena.com/images/phones/40597-specs/LG-Cosmos-3.jpg,,,,LG Cosmos 3,,,,http://www.phonearena.com/phones/LG-Cosmos-3_id7812,
17-Apr-13,,3.2 megapixels,Released, 4.01 x 2.42 x 0.47 inches, 3.2 inches,http://i-cdn.phonearena.com/images/phones/40988-specs/LG-Optimus-Zone.jpg, Multi-touch,, Android (2.3.6),LG Optimus Zone,,, 240 x 320 pixels,http://www.phonearena.com/phones/LG-Optimus-Zone_id7820,110 g
30-Apr-13,,,,,,http://i-cdn.phonearena.com/images/phones/45534-specs/LG-Optimus-L1-II-Dual.jpg,,, Android (4.1.2),LG Optimus L1 II Dual,,,,http://www.phonearena.com/phones/LG-Optimus-L1-II-Dual_id8443,
6-Jun-13,,,,,,http://i-cdn.phonearena.com/images/phones/40916-specs/LG-Optimus-F3.jpg,,, Android (4.1.2),LG Optimus F3,,,,http://www.phonearena.com/phones/LG-Optimus-F3_id7862,
5-Jun-13,,,Released,,,http://i-cdn.phonearena.com/images/phones/43933-specs/LG-Optimus-L9-II.jpg,,," Android (4.4.2, 4.1.2)",LG Optimus L9 II,,,,http://www.phonearena.com/phones/LG-Optimus-L9-II_id7878,
5-Jun-13,,3 megapixels,Released, 4.43 x 2.55 x 0.47 inches, 3.8 inches,http://i-cdn.phonearena.com/images/phones/40985-specs/LG-Optimus-L4-II.jpg, Multi-touch,, Android (4.1),LG Optimus L4 II,,, 320 x 480 pixels,http://www.phonearena.com/phones/LG-Optimus-L4-II_id7879,125 g
6-Jun-13,,,Released,,,http://i-cdn.phonearena.com/images/phones/49990-specs/LG-A341.jpg,,,,LG A341,,,,http://www.phonearena.com/phones/LG-A341_id8981,
7-Jun-13,,,Released,,,http://i-cdn.phonearena.com/images/phones/40989-specs/LG-Envoy-II.jpg,,,,LG Envoy II,,,,http://www.phonearena.com/phones/LG-Envoy-II_id7880,
1-Jul-13,,3 megapixels,, 4.44 x 2.55 x 0.47 inches, 3.8 inches,http://i-cdn.phonearena.com/images/phones/46244-specs/LG-Optimus-L4-II-Dual.jpg, Multi-touch,, Android (4.1) LG Optimus 3.0 UI,LG Optimus L4 II Dual,,, 320 x 480 pixels,http://www.phonearena.com/phones/LG-Optimus-L4-II-Dual_id8561,125 g
18-Jul-13,,,,,,http://i-cdn.phonearena.com/images/phones/43192-specs/LG-840G.jpg,,,,LG 840G,,,,http://www.phonearena.com/phones/LG-840G_id8020,
22-Jul-13,,,,,,http://i-cdn.phonearena.com/images/phones/42863-specs/LG-Enact.jpg,,," Android (4.4.2, 4.1.2)",LG Enact,,,,http://www.phonearena.com/phones/LG-Enact_id8023,
25-Jul-13,,,,,,http://i-cdn.phonearena.com/images/phones/42119-specs/LG-Optimus-GJ.jpg,,, Android (4.1.2),LG Optimus GJ,,,,http://www.phonearena.com/phones/LG-Optimus-GJ_id8040,
5-Aug-13,,,,,,http://i-cdn.phonearena.com/images/phones/42285-specs/LG-Rumor-Reflex-S.jpg,,,,LG Rumor Reflex S,,,,http://www.phonearena.com/phones/LG-Rumor-Reflex-S_id8046,
7-Aug-13,,,Released,,,http://i-cdn.phonearena.com/images/phones/42306-specs/LG-Optimus-F6.jpg,,, Android (4.1.2),LG Optimus F6,,,,http://www.phonearena.com/phones/LG-Optimus-F6_id8049,
9-Aug-13,,,, 4.05 x 2.33 x 0.48 inches, 3.0 inches,http://i-cdn.phonearena.com/images/phones/42407-specs/LG-Optimus-L1-II.jpg,,, Android (4.1.2),LG Optimus L1 II,,, 240 x 320 pixels,http://www.phonearena.com/phones/LG-Optimus-L1-II_id8054,105 g
14-Aug-13,,,,,,http://i-cdn.phonearena.com/images/phones/42596-specs/LG-Exalt-VN360.jpg,,,,LG Exalt VN360,,,,http://www.phonearena.com/phones/LG-Exalt-VN360_id8069,
1-Sep-13,,,Released, 8.54 x 4.98 x 0.33 inches, 8.3 inches,http://i-cdn.phonearena.com/images/phones/43891-specs/LG-G-Pad-8.3.jpg,,," Android (5.0, 4.2.2)",LG G Pad 8.3,,, 1920 x 1200 pixels,http://www.phonearena.com/phones/LG-G-Pad-8.3_id8141,338 g
10-Oct-13,,,Released, 5.91 x 3.03 x 0.37 inches,,http://i-cdn.phonearena.com/images/phones/45016-specs/LG-G-Pro-Lite.jpg,,, Android (4.1.2) LG Optimus 3.0 UI,LG G Pro Lite,,,,http://www.phonearena.com/phones/LG-G-Pro-Lite_id8164,161 g
10-Oct-13,,8 megapixels,Released, 5.91 x 3.03 x 0.37 inches, 5.5 inches,http://i-cdn.phonearena.com/images/phones/45012-specs/LG-G-Pro-Lite-Dual.jpg, Multi-touch,, Android (4.1.2) LG Optimus 3.0 UI,LG G Pro Lite Dual,,, 540 x 960 pixels,http://www.phonearena.com/phones/LG-G-Pro-Lite-Dual_id8324,161 g
23-Oct-13,,,, 4.48 x 2.62 x 0.35 inches, 4.0 inches,http://i-cdn.phonearena.com/images/phones/43429-specs/LG-Fireweb.jpg,,, Firefox (1.1),LG Fireweb,,, 320 x 480 pixels,http://www.phonearena.com/phones/LG-Fireweb_id8192,122 g
9-Jan-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/34460-specs/LG-Viper-4G-LTE.jpg,,," Android (4.0, 2.3)",LG Viper 4G LTE,,,,http://www.phonearena.com/phones/LG-Viper-4G-LTE_id6822,
9-Jan-12,,5 megapixels,Released, 4.59 x 2.45 x 0.46 inches, 4.0 inches,http://i-cdn.phonearena.com/images/phones/34421-specs/LG-Connect-4G.jpg, Multi-touch,2 GB, Android (2.3),LG Connect 4G," Dual-core, 1200 MHz",1024 MB , 480 x 800 pixels,http://www.phonearena.com/phones/LG-Connect-4G_id6613,137 g
9-Jan-12,,8 megapixels,Released, 5.33 x 2.71 x 0.42 inches, 4.5 inches,http://i-cdn.phonearena.com/images/phones/34425-specs/LG-Spectrum.jpg, Multi-touch,4 GB," Android (4.0.4, 2.3)",LG Spectrum," Dual-core, 1500 MHz",1024 MB , 720 x 1280 pixels,http://www.phonearena.com/phones/LG-Spectrum_id5869,142 g
18-Jan-12,,8 megapixels,, 9.65 x 5.96 x 0.37 inches, 8.9 inches,http://i-cdn.phonearena.com/images/phones/34490-specs/LG-Optimus-Pad-LTE.jpg, Multi-touch,32 GB, Android (3.2),LG Optimus Pad LTE,,, 1280 x 720 pixels,http://www.phonearena.com/phones/LG-Optimus-Pad-LTE_id6844,497 g
18-Jan-12,,,,,,http://i-cdn.phonearena.com/images/phones/34493-specs/LG-T565.jpg,,,,LG T565,,,,http://www.phonearena.com/phones/LG-T565_id6845,
31-Jan-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/35328-specs/LG-A290.jpg,,,,LG A290,,,,http://www.phonearena.com/phones/LG-A290_id6670,
2-Feb-12,,3 megapixels,, 4.49 x 2.32 x 0.48 inches, 3.2 inches,http://i-cdn.phonearena.com/images/phones/34762-specs/LG-Optimus-Link.jpg, Multi-touch,, Android (2.3),LG Optimus Link,,, 320 x 480 pixels,http://www.phonearena.com/phones/LG-Optimus-Link_id6877,125 g
2-Feb-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/34763-specs/LG-S367.jpg,,,,LG S367,,,,http://www.phonearena.com/phones/LG-S367_id6878,
6-Feb-12,,,,,,http://i-cdn.phonearena.com/images/phones/48055-specs/LG-530G.jpg,,,,LG 530G,,,,http://www.phonearena.com/phones/LG-530G_id6899,
21-Feb-12,,5 megapixels,Released, 4.94 x 2.64 x 0.34 inches, 4.3 inches,http://i-cdn.phonearena.com/images/phones/35160-specs/LG-Optimus-L7.jpg, Multi-touch,, Android (4.0.3) Optimus UI,LG Optimus L7," Single core, 1000 MHz, ARM Cortex-A5",512 MB , 480 x 800 pixels,http://www.phonearena.com/phones/LG-Optimus-L7_id6943,122 g
21-Feb-12,,5 megapixels,Released, 4.66 x 2.62 x 0.39 inches, 4.0 inches,http://i-cdn.phonearena.com/images/phones/35168-specs/LG-Optimus-L5.jpg, Multi-touch,, Android (4.0.3) Optimus UI 3.0 UI,LG Optimus L5,,, 320 x 480 pixels,http://www.phonearena.com/phones/LG-Optimus-L5_id6942,122 g
21-Feb-12,,3.2 megapixels,, 4.04 x 2.43 x 0.46 inches, 3.2 inches,http://i-cdn.phonearena.com/images/phones/35162-specs/LG-Optimus-L3.jpg, Multi-touch,, Android (2.3),LG Optimus L3,,, 240 x 320 pixels,http://www.phonearena.com/phones/LG-Optimus-L3_id6941,119 g
21-Feb-12,,,,,,http://i-cdn.phonearena.com/images/phones/37646-specs/LG-A270.jpg,,,,LG A270,,, 128 x 128 pixels,http://www.phonearena.com/phones/LG-A270_id6948,
21-Feb-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/35966-specs/LG-C195.jpg,,,,LG C195,,,,http://www.phonearena.com/phones/LG-C195_id6950,
19-Feb-12,,8 megapixels,Released, 5.50 x 3.56 x 0.33 inches, 5.0 inches,http://i-cdn.phonearena.com/images/phones/35195-specs/LG-Optimus-Vu.jpg, Multi-touch,, Android (2.3) Optimus UI,LG Optimus Vu," Dual-core, 1500 MHz",1024 MB , 768 x 1024 pixels,http://www.phonearena.com/phones/LG-Optimus-Vu_id6983,168 g
22-Feb-12,,,Released, 4.99 x 2.65 x 0.38 inches, 4.3 inches,http://i-cdn.phonearena.com/images/phones/35031-specs/LG-Optimus-3D-MAX.jpg," Multi-touch Features: Light sensor, Proximity sensor, Scratch-resistant glass",, Android (2.3.6) Optimus 2.0 Lite UI,LG Optimus 3D MAX,,, 480 x 800 pixels,http://www.phonearena.com/phones/LG-Optimus-3D-MAX_id6851,148 g
1-Mar-12,,2 megapixels,,,,http://i-cdn.phonearena.com/images/phones/35221-specs/LG-T385-Wi-Fi.jpg, Multi-touch,, Brew Mobile Platform (Brew MP) Display Physical ,LG T385 Wi-Fi,,, 240 x 320 pixels,http://www.phonearena.com/phones/LG-T385-Wi-Fi_id6994,
9-Mar-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/35322-specs/LG-Rumor-Reflex.jpg,,,,LG Rumor Reflex,,,,http://www.phonearena.com/phones/LG-Rumor-Reflex_id7008,
22-Mar-12,,5 megapixels,, 4.48 x 2.47 x 0.39 inches, 3.5 inches,http://i-cdn.phonearena.com/images/phones/35968-specs/LG-Optimus-M.jpg, Multi-touch,, Android (2.3),LG Optimus M+,,, 320 x 480 pixels,http://www.phonearena.com/phones/LG-Optimus-M_id7017,120 g
27-Mar-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/35453-specs/LG-Lucid.jpg,,," Android (4.0.4, 2.3)",LG Lucid,,,,http://www.phonearena.com/phones/LG-Lucid_id6956,
11-Apr-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/35959-specs/LG-A340.jpg,,,,LG A340,,,,http://www.phonearena.com/phones/LG-A340_id6836,
12-Apr-12,,,,,,http://i-cdn.phonearena.com/images/phones/35759-specs/LG-221C.jpg,,,,LG 221C,,,,http://www.phonearena.com/phones/LG-221C_id7034,
17-Apr-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/35762-specs/LG-Optimus-Elite.jpg,,, Android (2.3.7),LG Optimus Elite,,,,http://www.phonearena.com/phones/LG-Optimus-Elite_id6998,
20-Apr-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/35958-specs/LG-T375.jpg,,,,LG T375,,,,http://www.phonearena.com/phones/LG-T375_id7041,
4-May-12,,,,,,http://i-cdn.phonearena.com/images/phones/36889-specs/LG-C205.jpg,,,,LG C205,,,,http://www.phonearena.com/phones/LG-C205_id7084,
21-Feb-12,,3.2 megapixels,, 4.04 x 2.43 x 0.47 inches, 3.2 inches,http://i-cdn.phonearena.com/images/phones/36890-specs/LG-Optimus-L3-Dual.jpg, Multi-touch,, Android (2.3),LG Optimus L3 Dual,,, 240 x 320 pixels,http://www.phonearena.com/phones/LG-Optimus-L3-Dual_id7231,119 g
29-May-12,,,,,,http://i-cdn.phonearena.com/images/phones/36463-specs/LG-Optimus-LTE-II.jpg,,, Android (4.0) Display Physical ,LG Optimus LTE II,,,,http://www.phonearena.com/phones/LG-Optimus-LTE-II_id7124,
31-Jul-12,,5 megapixels,Released, 4.37 x 2.39 x 0.45 inches, 3.5 inches,http://i-cdn.phonearena.com/images/phones/37691-specs/LG-Motion-4G.jpg, Multi-touch,5 GB, Android (4.0),LG Motion 4G," Dual-core, 1200 MHz",1024 MB , 320 x 480 pixels,http://www.phonearena.com/phones/LG-Motion-4G_id7384,133 g
10-Sep-12,,,Released,,,http://i-cdn.phonearena.com/images/phones/37979-specs/LG-Escape.jpg,,," Android (4.1, 4.0) Optimus UI",LG Escape,,,,http://www.phonearena.com/phones/LG-Escape_id7414,
16-Aug-12,,,, 3.8 x 1.9 x 0.7 inches,,http://i-cdn.phonearena.com/images/phones/37641-specs/LG-235C.jpg,,,,LG 235C,,,,http://www.phonearena.com/phones/LG-235C_id7421,98 g
29-Aug-12,,,,,,http://i-cdn.phonearena.com/images/phones/37741-specs/LG-Optimus-L9.jpg,,," Android (4.1.2, 4.0.4)",LG Optimus L9,,, 540 x 960 pixels,http://www.phonearena.com/phones/LG-Optimus-L9_id7459,
4-Sep-12,,8 megapixels,Released, 5.50 x 3.56 x 0.33 inches, 5.0 inches,http://i-cdn.phonearena.com/images/phones/37861-specs/LG-Intuition.jpg, Multi-touch,32 GB, Android (4.0.4) Optimus UI,LG Intuition," Dual-core, 1500 MHz",1024 MB , 768 x 1024 pixels,http://www.phonearena.com/phones/LG-Intuition_id7360,168 g
11-Sep-12,,5 megapixels,, 4.92 x 2.64 x 0.34 inches, 4.3 inches,http://i-cdn.phonearena.com/images/phones/37984-specs/LG-Splendor.jpg, Multi-touch,2 GB, Android (4.0),LG Splendor," Single core, 1000 MHz, Scorpion",768 MB , 480 x 800 pixels,http://www.phonearena.com/phones/LG-Splendor_id7137,120 g
